"master_id","slice_id","slice_order","service","section","surface","consumer_surfaces","app","actor","capability","journey_id","page_id","screen_id","logic_id","source_matrix","source_record_ids","source_path","target_path","route_path","target_anchor","fragment_id","layer","artifact_type","operation","domain_rule","api_contract","db_objects","auth_rule","wlt_boundary","wlt_dependency","idempotency_required","state_transitions","error_cases","negative_cases","performance_rule","observability_rule","ui_kit_compliance","visual_reference","evidence_required","decision","status","blocker_code","next_action","acceptance_gate","verification_command","risk","rollback","duplicate_key","notes","execution_domain","source_file","source_row_id","owner_domain","business_domain_rules","db_state_lifecycle","audit_event_contract","notification_triggers","integration_dependencies","i18n_rtl_rules","store_build_target","security_privacy_classification","test_contract","runtime_evidence_contract","feature_flag_provider_control","data_migration_seed_contract","acceptance_criteria","verification_gate"
"MASTER-0884","DSH-002","002","dsh","none","app-client","","apps/app-client","client","storefront-catalog","JRN-003","","","","mobile_ux_journey_matrix","JRN-003","","services/dsh/frontend/app-client/storefront-catalog/StorefrontCatalogScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED in DSH-002","","For 'StorefrontCatalogScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","none unless explicitly declared by slice","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","StorefrontCatalogScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Retain until DSH-002 entry gate","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-002|dsh|none|app-client|storefront-catalog|journey|mobile-ux-journey|services/dsh/frontend/app-client/storefront-catalog/StorefrontCatalogScreen.tsx|navigate","screens:app-client canonical navigation > StorefrontCatalogScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-003","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0885","DSH-002","002","dsh","none","app-client","","apps/app-client","client","storefront-catalog","JRN-004","","","","mobile_ux_journey_matrix","JRN-004","","services/dsh/frontend/app-client/storefront-catalog/ProductDetailsScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED in DSH-002","","For 'ProductDetailsScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","none unless explicitly declared by slice","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","ProductDetailsScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Retain until DSH-002 entry gate","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-002|dsh|none|app-client|storefront-catalog|journey|mobile-ux-journey|services/dsh/frontend/app-client/storefront-catalog/ProductDetailsScreen.tsx|navigate","screens:app-client canonical navigation > ProductDetailsScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-004","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0886","DSH-001","001","dsh","none","app-client","","apps/app-client","client","store-discovery","JRN-005","","","","mobile_ux_journey_matrix","JRN-005","","services/dsh/frontend/app-client/store/SearchFilterScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED: GET /dsh/stores or GET /dsh/stores/{storeId}","","For 'SearchFilterScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","none unless explicitly declared by slice","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","SearchFilterScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","BLOCKED_NEEDS_API_CONTRACT","BLOCKED_NEEDS_API_CONTRACT","MISSING_API_CONTRACT","Approve Store Discovery OpenAPI first","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-001|dsh|none|app-client|store-discovery|journey|mobile-ux-journey|services/dsh/frontend/app-client/store/SearchFilterScreen.tsx|navigate","screens:app-client canonical navigation > SearchFilterScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-005","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0887","DSH-003","003","dsh","none","app-client","","apps/app-client","client","cart-serviceability","JRN-006","","","","mobile_ux_journey_matrix","JRN-006","","services/dsh/frontend/app-client/cart-serviceability/CartScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED in DSH-003","","For 'CartScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","none unless explicitly declared by slice","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","CartScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Retain until DSH-003 entry gate","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-003|dsh|none|app-client|cart-serviceability|journey|mobile-ux-journey|services/dsh/frontend/app-client/cart-serviceability/CartScreen.tsx|navigate","screens:app-client canonical navigation > CartScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-006","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0888","DSH-009","004","dsh","none","app-client","","apps/app-client","client","address-zone-serviceability","JRN-007","","","","mobile_ux_journey_matrix","JRN-007","","services/dsh/frontend/app-client/address-zone-serviceability/AddressServiceabilityScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED in DSH-009","","For 'AddressServiceabilityScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","none unless explicitly declared by slice","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","AddressServiceabilityScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Retain until DSH-009 entry gate","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-009|dsh|none|app-client|address-zone-serviceability|journey|mobile-ux-journey|services/dsh/frontend/app-client/address-zone-serviceability/AddressServiceabilityScreen.tsx|navigate","screens:app-client canonical navigation > AddressServiceabilityScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-007","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0889","DSH-004","006","dsh","none","app-client","","apps/app-client","client","checkout-intent","JRN-008","","","","mobile_ux_journey_matrix","JRN-008","","services/dsh/frontend/app-client/checkout-intent/CheckoutIntentScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED in DSH-004","","For 'CheckoutIntentScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","none unless explicitly declared by slice","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","CheckoutIntentScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Retain until DSH-004 entry gate","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-004|dsh|none|app-client|checkout-intent|journey|mobile-ux-journey|services/dsh/frontend/app-client/checkout-intent/CheckoutIntentScreen.tsx|navigate","screens:app-client canonical navigation > CheckoutIntentScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-008","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0890","DSH-WLT-001","007","dsh","none","app-client","","apps/app-client","client","payment-integration","JRN-009","","","","mobile_ux_journey_matrix","JRN-009","","services/dsh/frontend/app-client/payment-integration/PaymentStatusScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED: correlated DSH/WLT service contract","","For 'PaymentStatusScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","Required read-only WLT reference/status contract","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","PaymentStatusScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","BLOCKED_NEEDS_WLT","BLOCKED_NEEDS_WLT","MISSING_WLT_BOUNDARY","Retain until DSH-WLT-001 entry gate","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-WLT-001|dsh|none|app-client|payment-integration|journey|mobile-ux-journey|services/dsh/frontend/app-client/payment-integration/PaymentStatusScreen.tsx|navigate","screens:app-client canonical navigation > PaymentStatusScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-009","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","BLOCKED_NEEDS_WLT:audit-event-contract-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0891","DSH-005","008","dsh","none","app-client","","apps/app-client","client","order-tracking","JRN-010","","","","mobile_ux_journey_matrix","JRN-010","","services/dsh/frontend/app-client/order-tracking/OrderTrackingScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED in DSH-005","","For 'OrderTrackingScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","none unless explicitly declared by slice","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","OrderTrackingScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Retain until DSH-005 entry gate","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-005|dsh|none|app-client|order-tracking|journey|mobile-ux-journey|services/dsh/frontend/app-client/order-tracking/OrderTrackingScreen.tsx|navigate","screens:app-client canonical navigation > OrderTrackingScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-010","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0892","DSH-WLT-002","011","dsh","none","app-client","","apps/app-client","client","refund-bridge","JRN-011","","","","mobile_ux_journey_matrix","JRN-011","","services/dsh/frontend/app-client/refund-bridge/CancelOrderRequestScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED in DSH-WLT-002","","For 'CancelOrderRequestScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","none unless explicitly declared by slice","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","CancelOrderRequestScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","BLOCKED_NEEDS_WLT","INVENTORY_ONLY","NONE","Retain until DSH-WLT-002 entry gate","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-WLT-002|dsh|none|app-client|refund-bridge|journey|mobile-ux-journey|services/dsh/frontend/app-client/refund-bridge/CancelOrderRequestScreen.tsx|navigate","screens:app-client canonical navigation > CancelOrderRequestScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-011","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","BLOCKED_NEEDS_WLT:audit-event-contract-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0893","DSH-WLT-002","011","dsh","none","app-client","","apps/app-client","client","refund-bridge","JRN-012","","","","mobile_ux_journey_matrix","JRN-012","","services/dsh/frontend/app-client/refund-bridge/RefundRequestStatusScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED: correlated DSH/WLT service contract","","For 'RefundRequestStatusScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","Required read-only WLT reference/status contract","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","RefundRequestStatusScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","BLOCKED_NEEDS_WLT","BLOCKED_NEEDS_WLT","MISSING_WLT_BOUNDARY","Retain until DSH-WLT-002 entry gate","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-WLT-002|dsh|none|app-client|refund-bridge|journey|mobile-ux-journey|services/dsh/frontend/app-client/refund-bridge/RefundRequestStatusScreen.tsx|navigate","screens:app-client canonical navigation > RefundRequestStatusScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-012","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","BLOCKED_NEEDS_WLT:audit-event-contract-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0894","DSH-014","018","dsh","none","app-client","","apps/app-client","client","support-entry","JRN-013","","","","mobile_ux_journey_matrix","JRN-013","","services/dsh/frontend/app-client/support-entry/SupportEntryScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED in DSH-011","","For 'SupportEntryScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","none unless explicitly declared by slice","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","SupportEntryScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Retain until DSH-011 entry gate","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-014|dsh|none|app-client|support-entry|journey|mobile-ux-journey|services/dsh/frontend/app-client/support-entry/SupportEntryScreen.tsx|navigate","screens:app-client canonical navigation > SupportEntryScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-013","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0895","DSH-013","017","dsh","none","app-client","","apps/app-client","client","notifications-readiness","JRN-014","","","","mobile_ux_journey_matrix","JRN-014","","services/dsh/frontend/app-client/notifications-readiness/NotificationsReadinessScreen.tsx","","","","journey","mobile-ux-journey","navigate","app-client canonical navigation","NEW_REQUIRED in DSH-008","","For 'NotificationsReadinessScreen': client identity plus own/assigned/store scope appropriate to app-client; deny route and data when scope fails","","none unless explicitly declared by slice","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","BLOCKED_NEEDS_VISUAL_EVIDENCE:ui-kit-compliance-spec-pending","yes","NotificationsReadinessScreen route, permission, empty/error/offline/retry/success tests plus RTL and small-screen screenshots","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Retain until DSH-008 entry gate","entry/screen sequence/actions/states mapped","manual visual comparison required","","TBD_CONFIG_REQUIRED:financial-rollback-compensating-transaction-needed","DSH-013|dsh|none|app-client|notifications-readiness|journey|mobile-ux-journey|services/dsh/frontend/app-client/notifications-readiness/NotificationsReadinessScreen.tsx|navigate","screens:app-client canonical navigation > NotificationsReadinessScreen loading/permission gate > client-owned data > primary action or detail > authoritative success, empty, blocked, or retry state|offline:bounded retry with no fabricated live data or duplicate write","backend","mobile_ux_journey_matrix","JRN-014","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
